level,mode,channel,snr_db,trials,frame_errors,fer,fer_lo,fer_hi,ber,goodput_bps,sync_failed,header_corrupt,ldpc_not_converged,crc_mismatch,wrong_payload
2,BPSK 1/2,awgn,18.0,50,0,0.000000,0.000000,0.071348,0.00000000,685.71,0,0,0,0,0
2,BPSK 1/2,awgn,21.0,50,0,0.000000,0.000000,0.071348,0.00000000,685.71,0,0,0,0,0
2,BPSK 1/2,awgn,24.0,50,0,0.000000,0.000000,0.071348,0.00000000,685.71,0,0,0,0,0
2,BPSK 1/2,awgn,27.0,50,0,0.000000,0.000000,0.071348,0.00000000,685.71,0,0,0,0,0
3,QPSK 1/2,awgn,0.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,50,0,0,0,0
3,QPSK 1/2,awgn,3.0,50,14,0.280000,0.174742,0.416651,0.00000000,855.77,14,0,0,0,0
3,QPSK 1/2,awgn,6.0,50,0,0.000000,0.000000,0.071348,0.00000000,1188.57,0,0,0,0,0
3,QPSK 1/2,awgn,9.0,50,0,0.000000,0.000000,0.071348,0.00000000,1188.57,0,0,0,0,0
3,QPSK 1/2,awgn,12.0,50,0,0.000000,0.000000,0.071348,0.00000000,1188.57,0,0,0,0,0
3,QPSK 1/2,awgn,15.0,50,0,0.000000,0.000000,0.071348,0.00000000,1188.57,0,0,0,0,0
3,QPSK 1/2,awgn,18.0,50,0,0.000000,0.000000,0.071348,0.00000000,1188.57,0,0,0,0,0
3,QPSK 1/2,awgn,21.0,50,0,0.000000,0.000000,0.071348,0.00000000,1188.57,0,0,0,0,0
3,QPSK 1/2,awgn,24.0,50,0,0.000000,0.000000,0.071348,0.00000000,1188.57,0,0,0,0,0
3,QPSK 1/2,awgn,27.0,50,0,0.000000,0.000000,0.071348,0.00000000,1188.57,0,0,0,0,0
4,QPSK 3/4,awgn,0.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,50,0,0,0,0
4,QPSK 3/4,awgn,3.0,50,47,0.940000,0.837829,0.979385,0.00000000,108.50,14,0,33,0,0
4,QPSK 3/4,awgn,6.0,50,0,0.000000,0.000000,0.071348,0.00000000,1808.25,0,0,0,0,0
4,QPSK 3/4,awgn,9.0,50,0,0.000000,0.000000,0.071348,0.00000000,1808.25,0,0,0,0,0
4,QPSK 3/4,awgn,12.0,50,0,0.000000,0.000000,0.071348,0.00000000,1808.25,0,0,0,0,0
4,QPSK 3/4,awgn,15.0,50,0,0.000000,0.000000,0.071348,0.00000000,1808.25,0,0,0,0,0
4,QPSK 3/4,awgn,18.0,50,0,0.000000,0.000000,0.071348,0.00000000,1808.25,0,0,0,0,0
4,QPSK 3/4,awgn,21.0,50,0,0.000000,0.000000,0.071348,0.00000000,1808.25,0,0,0,0,0
4,QPSK 3/4,awgn,24.0,50,0,0.000000,0.000000,0.071348,0.00000000,1808.25,0,0,0,0,0
4,QPSK 3/4,awgn,27.0,50,0,0.000000,0.000000,0.071348,0.00000000,1808.25,0,0,0,0,0
5,8PSK 2/3,awgn,0.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,50,0,0,0,0
5,8PSK 2/3,awgn,3.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,16,0,34,0,0
5,8PSK 2/3,awgn,6.0,50,49,0.980000,0.895046,0.996461,0.00000000,43.77,1,0,48,0,0
5,8PSK 2/3,awgn,9.0,50,0,0.000000,0.000000,0.071348,0.00000000,2188.74,0,0,0,0,0
5,8PSK 2/3,awgn,12.0,50,0,0.000000,0.000000,0.071348,0.00000000,2188.74,0,0,0,0,0
5,8PSK 2/3,awgn,15.0,50,0,0.000000,0.000000,0.071348,0.00000000,2188.74,0,0,0,0,0
5,8PSK 2/3,awgn,18.0,50,0,0.000000,0.000000,0.071348,0.00000000,2188.74,0,0,0,0,0
5,8PSK 2/3,awgn,21.0,50,0,0.000000,0.000000,0.071348,0.00000000,2188.74,0,0,0,0,0
5,8PSK 2/3,awgn,24.0,50,0,0.000000,0.000000,0.071348,0.00000000,2188.74,0,0,0,0,0
5,8PSK 2/3,awgn,27.0,50,0,0.000000,0.000000,0.071348,0.00000000,2188.74,0,0,0,0,0
6,16QAM 1/2,awgn,0.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,50,0,0,0,0
6,16QAM 1/2,awgn,3.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,17,0,33,0,0
6,16QAM 1/2,awgn,6.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,1,0,49,0,0
6,16QAM 1/2,awgn,9.0,50,0,0.000000,0.000000,0.071348,0.00000000,1876.69,0,0,0,0,0
6,16QAM 1/2,awgn,12.0,50,0,0.000000,0.000000,0.071348,0.00000000,1876.69,0,0,0,0,0
6,16QAM 1/2,awgn,15.0,50,0,0.000000,0.000000,0.071348,0.00000000,1876.69,0,0,0,0,0
6,16QAM 1/2,awgn,18.0,50,0,0.000000,0.000000,0.071348,0.00000000,1876.69,0,0,0,0,0
6,16QAM 1/2,awgn,21.0,50,0,0.000000,0.000000,0.071348,0.00000000,1876.69,0,0,0,0,0
6,16QAM 1/2,awgn,24.0,50,0,0.000000,0.000000,0.071348,0.00000000,1876.69,0,0,0,0,0
6,16QAM 1/2,awgn,27.0,50,0,0.000000,0.000000,0.071348,0.00000000,1876.69,0,0,0,0,0
7,16QAM 3/4,awgn,0.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,50,0,0,0,0
7,16QAM 3/4,awgn,3.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,17,0,33,0,0
7,16QAM 3/4,awgn,6.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,1,0,49,0,0
7,16QAM 3/4,awgn,9.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,0,0,50,0,0
7,16QAM 3/4,awgn,12.0,50,3,0.060000,0.020615,0.162171,0.00000000,2683.83,0,0,3,0,0
7,16QAM 3/4,awgn,15.0,50,0,0.000000,0.000000,0.071348,0.00000000,2855.14,0,0,0,0,0
7,16QAM 3/4,awgn,18.0,50,0,0.000000,0.000000,0.071348,0.00000000,2855.14,0,0,0,0,0
7,16QAM 3/4,awgn,21.0,50,0,0.000000,0.000000,0.071348,0.00000000,2855.14,0,0,0,0,0
7,16QAM 3/4,awgn,24.0,50,0,0.000000,0.000000,0.071348,0.00000000,2855.14,0,0,0,0,0
7,16QAM 3/4,awgn,27.0,50,0,0.000000,0.000000,0.071348,0.00000000,2855.14,0,0,0,0,0
9,64QAM 2/3,awgn,0.0,50,50,1.000000,0.928652,1.000000,0.00000000,0.00,50,0,0,0,0
