level,mode,channel,snr_db,trials,frame_errors,fer,fer_lo,fer_hi,ber,goodput_bps
1,BPSK 1/4,watterson-good,-6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
1,BPSK 1/4,watterson-good,-3.0,400,395,0.987500,0.971076,0.994649,0.00000000,4.40
1,BPSK 1/4,watterson-good,0.0,400,344,0.860000,0.822561,0.890590,0.00000000,49.23
1,BPSK 1/4,watterson-good,3.0,400,230,0.575000,0.526068,0.622506,0.00000000,149.45
1,BPSK 1/4,watterson-good,6.0,400,113,0.282500,0.240610,0.328528,0.00000000,252.31
1,BPSK 1/4,watterson-good,9.0,400,47,0.117500,0.089522,0.152755,0.00000000,310.33
1,BPSK 1/4,watterson-good,12.0,400,18,0.045000,0.028651,0.070005,0.00000000,335.82
1,BPSK 1/4,watterson-good,15.0,400,6,0.015000,0.006892,0.032335,0.00000000,346.37
1,BPSK 1/4,watterson-good,18.0,400,5,0.012500,0.005351,0.028924,0.00000000,347.25
1,BPSK 1/4,watterson-good,21.0,400,2,0.005000,0.001372,0.018045,0.00000000,349.89
1,BPSK 1/4,watterson-good,24.0,400,4,0.010000,0.003895,0.025427,0.00000000,348.13
1,BPSK 1/4,watterson-good,27.0,400,3,0.007500,0.002554,0.021816,0.00000000,349.01
1,BPSK 1/4,watterson-good,30.0,400,3,0.007500,0.002554,0.021816,0.00000000,349.01
2,BPSK 1/2,watterson-good,-6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
2,BPSK 1/2,watterson-good,-3.0,400,395,0.987500,0.971076,0.994649,0.00000000,8.86
2,BPSK 1/2,watterson-good,0.0,400,349,0.872500,0.836235,0.901679,0.00000000,90.42
2,BPSK 1/2,watterson-good,3.0,400,229,0.572500,0.523555,0.620065,0.00000000,303.16
2,BPSK 1/2,watterson-good,6.0,400,113,0.282500,0.240610,0.328528,0.00000000,508.82
2,BPSK 1/2,watterson-good,9.0,400,52,0.130000,0.100531,0.166508,0.00000000,616.97
2,BPSK 1/2,watterson-good,12.0,400,19,0.047500,0.030617,0.072992,0.00000000,675.47
2,BPSK 1/2,watterson-good,15.0,400,11,0.027500,0.015424,0.048565,0.00000000,689.66
2,BPSK 1/2,watterson-good,18.0,400,7,0.017500,0.008502,0.035677,0.00000000,696.75
2,BPSK 1/2,watterson-good,21.0,400,6,0.015000,0.006892,0.032335,0.00000000,698.52
2,BPSK 1/2,watterson-good,24.0,400,6,0.015000,0.006892,0.032335,0.00000000,698.52
2,BPSK 1/2,watterson-good,27.0,400,7,0.017500,0.008502,0.035677,0.00000000,696.75
2,BPSK 1/2,watterson-good,30.0,400,8,0.020000,0.010168,0.038963,0.00000000,694.97
3,QPSK 1/2,watterson-good,-6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
3,QPSK 1/2,watterson-good,-3.0,400,398,0.995000,0.981955,0.998628,0.00000000,6.15
3,QPSK 1/2,watterson-good,0.0,400,384,0.960000,0.936018,0.975231,0.00000000,49.17
3,QPSK 1/2,watterson-good,3.0,400,278,0.695000,0.648203,0.738087,0.00000000,374.91
3,QPSK 1/2,watterson-good,6.0,400,196,0.490000,0.441339,0.538851,0.00000000,626.90
3,QPSK 1/2,watterson-good,9.0,400,148,0.370000,0.324132,0.418341,0.00000000,774.40
3,QPSK 1/2,watterson-good,12.0,400,102,0.255000,0.214757,0.299904,0.00000000,915.76
3,QPSK 1/2,watterson-good,15.0,400,76,0.190000,0.154574,0.231324,0.00000000,995.66
3,QPSK 1/2,watterson-good,18.0,400,70,0.175000,0.140904,0.215279,0.00000000,1014.10
3,QPSK 1/2,watterson-good,21.0,400,68,0.170000,0.136369,0.209909,0.00000000,1020.24
3,QPSK 1/2,watterson-good,24.0,400,51,0.127500,0.098321,0.163765,0.00000000,1072.48
3,QPSK 1/2,watterson-good,27.0,400,45,0.112500,0.085148,0.147224,0.00000000,1090.92
3,QPSK 1/2,watterson-good,30.0,400,56,0.140000,0.109410,0.177439,0.00000000,1057.12
4,QPSK 3/4,watterson-good,-6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
4,QPSK 3/4,watterson-good,-3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
4,QPSK 3/4,watterson-good,0.0,400,398,0.995000,0.981955,0.998628,0.00000000,9.24
4,QPSK 3/4,watterson-good,3.0,400,370,0.925000,0.894952,0.946962,0.00000000,138.67
4,QPSK 3/4,watterson-good,6.0,400,323,0.807500,0.766011,0.843139,0.00000000,355.91
4,QPSK 3/4,watterson-good,9.0,400,261,0.652500,0.604585,0.697514,0.00000000,642.49
4,QPSK 3/4,watterson-good,12.0,400,222,0.555000,0.506004,0.602949,0.00000000,822.76
4,QPSK 3/4,watterson-good,15.0,400,200,0.500000,0.451235,0.548765,0.00000000,924.44
4,QPSK 3/4,watterson-good,18.0,400,179,0.447500,0.399501,0.496498,0.00000000,1021.51
4,QPSK 3/4,watterson-good,21.0,400,171,0.427500,0.379935,0.476445,0.00000000,1058.49
4,QPSK 3/4,watterson-good,24.0,400,156,0.390000,0.343464,0.438629,0.00000000,1127.82
4,QPSK 3/4,watterson-good,27.0,400,149,0.372500,0.326544,0.420882,0.00000000,1160.18
4,QPSK 3/4,watterson-good,30.0,400,162,0.405000,0.358018,0.453789,0.00000000,1100.09
5,8PSK 2/3,watterson-good,-6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
5,8PSK 2/3,watterson-good,-3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
5,8PSK 2/3,watterson-good,0.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
5,8PSK 2/3,watterson-good,3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
5,8PSK 2/3,watterson-good,6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
5,8PSK 2/3,watterson-good,9.0,400,398,0.995000,0.981955,0.998628,0.00000000,25.41
5,8PSK 2/3,watterson-good,12.0,400,294,0.735000,0.689663,0.775866,0.00000000,1346.82
5,8PSK 2/3,watterson-good,15.0,400,176,0.440000,0.392154,0.488987,0.00000000,2846.12
5,8PSK 2/3,watterson-good,18.0,400,85,0.212500,0.175244,0.255226,0.00000000,4002.35
5,8PSK 2/3,watterson-good,21.0,400,26,0.065000,0.044740,0.093535,0.00000000,4752.00
5,8PSK 2/3,watterson-good,24.0,400,6,0.015000,0.006892,0.032335,0.00000000,5006.12
5,8PSK 2/3,watterson-good,27.0,400,1,0.002500,0.000441,0.014023,0.00000000,5069.65
5,8PSK 2/3,watterson-good,30.0,400,0,0.000000,0.000000,0.009512,0.00000000,5082.35
6,16QAM 1/2,watterson-good,-6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
6,16QAM 1/2,watterson-good,-3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
6,16QAM 1/2,watterson-good,0.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
6,16QAM 1/2,watterson-good,3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
6,16QAM 1/2,watterson-good,6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
6,16QAM 1/2,watterson-good,9.0,400,385,0.962500,0.939056,0.977145,0.00000000,170.82
6,16QAM 1/2,watterson-good,12.0,400,278,0.695000,0.648203,0.738087,0.00000000,1389.36
6,16QAM 1/2,watterson-good,15.0,400,150,0.375000,0.328957,0.423421,0.00000000,2847.06
6,16QAM 1/2,watterson-good,18.0,400,60,0.150000,0.118345,0.188314,0.00000000,3872.00
6,16QAM 1/2,watterson-good,21.0,400,14,0.035000,0.020961,0.057885,0.00000000,4395.86
6,16QAM 1/2,watterson-good,24.0,400,4,0.010000,0.003895,0.025427,0.00000000,4509.74
6,16QAM 1/2,watterson-good,27.0,400,1,0.002500,0.000441,0.014023,0.00000000,4543.91
6,16QAM 1/2,watterson-good,30.0,400,0,0.000000,0.000000,0.009512,0.00000000,4555.29
7,16QAM 3/4,watterson-good,-6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
7,16QAM 3/4,watterson-good,-3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
7,16QAM 3/4,watterson-good,0.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
7,16QAM 3/4,watterson-good,3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
7,16QAM 3/4,watterson-good,6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
7,16QAM 3/4,watterson-good,9.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
7,16QAM 3/4,watterson-good,12.0,400,396,0.990000,0.974573,0.996105,0.00000000,68.52
7,16QAM 3/4,watterson-good,15.0,400,355,0.887500,0.852776,0.914852,0.00000000,770.82
7,16QAM 3/4,watterson-good,18.0,400,278,0.695000,0.648203,0.738087,0.00000000,2089.79
7,16QAM 3/4,watterson-good,21.0,400,180,0.450000,0.401952,0.498999,0.00000000,3768.47
7,16QAM 3/4,watterson-good,24.0,400,118,0.295000,0.252429,0.341471,0.00000000,4830.49
7,16QAM 3/4,watterson-good,27.0,400,75,0.187500,0.152289,0.228656,0.00000000,5567.06
7,16QAM 3/4,watterson-good,30.0,400,50,0.125000,0.096115,0.161019,0.00000000,5995.29
9,64QAM 2/3,watterson-good,-6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
9,64QAM 2/3,watterson-good,-3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
9,64QAM 2/3,watterson-good,0.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
9,64QAM 2/3,watterson-good,3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
9,64QAM 2/3,watterson-good,6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
9,64QAM 2/3,watterson-good,9.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
9,64QAM 2/3,watterson-good,12.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
9,64QAM 2/3,watterson-good,15.0,400,395,0.987500,0.971076,0.994649,0.00000000,84.71
9,64QAM 2/3,watterson-good,18.0,400,378,0.945000,0.918133,0.963402,0.00000000,372.71
9,64QAM 2/3,watterson-good,21.0,400,353,0.882500,0.847245,0.910478,0.00000000,796.24
9,64QAM 2/3,watterson-good,24.0,400,316,0.790000,0.747421,0.827062,0.00000000,1423.06
9,64QAM 2/3,watterson-good,27.0,400,293,0.732500,0.687059,0.773518,0.00000000,1812.71
9,64QAM 2/3,watterson-good,30.0,400,272,0.680000,0.632760,0.723816,0.00000000,2168.47
10,64QAM 5/6,watterson-good,-6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
10,64QAM 5/6,watterson-good,-3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
10,64QAM 5/6,watterson-good,0.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
10,64QAM 5/6,watterson-good,3.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
10,64QAM 5/6,watterson-good,6.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
10,64QAM 5/6,watterson-good,9.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
10,64QAM 5/6,watterson-good,12.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
10,64QAM 5/6,watterson-good,15.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
10,64QAM 5/6,watterson-good,18.0,400,400,1.000000,0.990488,1.000000,0.00000000,0.00
10,64QAM 5/6,watterson-good,21.0,400,397,0.992500,0.978184,0.997446,0.00000000,63.37
10,64QAM 5/6,watterson-good,24.0,400,394,0.985000,0.967665,0.993108,0.00000000,126.75
10,64QAM 5/6,watterson-good,27.0,400,386,0.965000,0.942115,0.979039,0.00000000,295.74
10,64QAM 5/6,watterson-good,30.0,400,389,0.972500,0.951435,0.984576,0.00000000,232.37
